Age Group,Gender,Nationality,Employment Status,Monthly Income,Hotel Stay Frequency,Stay Duration,Purpose of Travel,Preferred Room Type,Booking Channel,Services Used,Spa Rating,Dining Rating,Room Service Rating,Cleanliness Rating,Preferred Bundles,Service Time,In Loyalty Program,Loyalty Tier,Reward Redemption Frequency,Overall Experience Rating,Would Recommend,Comfort Spend Range,Willing to Try Offers,Issues Faced
26–35,Prefer not to say,Turkey,Retired,51K–75K,6–10,3–5,Leisure,Standard,OTA,"Restaurant, Pool, Room Service",4,3,4,5,"Gym + Breakfast, Wellness Package",Evening,No,None,Sometimes,4,Definitely Yes,<₹2000,No,"Limited Wellness Services, Lack of Cleanliness"
36–50,Male,Kuwait,Employed,76K–1L,3–5,6–10,Leisure,Budget,OTA,"Room Service, Pool, Restaurant, Airport Pickup",4,3,3,4,"Airport Pickup + Late Checkout, Wellness Package",Morning,No,None,Rarely,4,Probably Yes,₹2000–₹5000,Yes,
51–65,Male,Turks and Caicos Islands,Self-Employed,51K–75K,1–2 times,3–5,Other,Standard,Agent,"Gym, Airport Pickup, Pool",4,3,3,3,Wellness Package,Afternoon,Yes,Platinum,Frequently,3,Probably No,₹5001–₹8000,Yes,Limited Wellness Services
51–65,Female,Armenia,Self-Employed,51K–75K,3–5,3–5,Other,Deluxe,Walk-in,"Pool, Gym, Room Service, Restaurant",5,4,4,4,Wellness Package,Morning,Yes,Gold,Rarely,4,Definitely Yes,<₹2000,Yes,"High Prices, Delayed Check-in, Lack of Cleanliness"
26–35,Male,Saint Pierre and Miquelon,Self-Employed,51K–75K,1–2 times,1–2 days,Leisure,Standard,OTA,"Spa, Airport Pickup, Restaurant",5,4,3,4,Spa + Dinner,Evening,Yes,Platinum,Rarely,3,Probably No,<₹2000,Yes,"Limited Wellness Services, Limited Food Options"
36–50,Female,Uganda,Employed,76K–1L,3–5,3–5,Leisure,Standard,OTA,"Spa, Airport Pickup",4,4,3,4,Gym + Breakfast,Evening,No,None,Rarely,4,Probably No,₹2000–₹5000,Yes,Limited Wellness Services
26–35,Female,Algeria,Retired,76K–1L,1–2 times,1–2 days,Medical,Deluxe,OTA,"Restaurant, Gym, Room Service, Airport Pickup",4,5,3,4,Gym + Breakfast,Afternoon,No,None,Rarely,2,Probably Yes,>₹12000,Yes,Limited Food Options
26–35,Female,Zimbabwe,Employed,25K–50K,1–2 times,>10,Medical,Deluxe,OTA,"Room Service, Gym, Restaurant, Spa",4,5,3,4,Gym + Breakfast,Evening,Yes,Basic,Sometimes,5,Probably Yes,>₹12000,No,Delayed Check-in
51–65,Male,Vanuatu,Employed,76K–1L,3–5,3–5,Business,Standard,Hotel Website,Room Service,4,4,4,5,"Gym + Breakfast, Airport Pickup + Late Checkout",Afternoon,Yes,Basic,Rarely,4,Probably Yes,<₹2000,Yes,"Limited Food Options, Poor Staff Behavior"
18–25,Male,Czech Republic,Employed,51K–75K,1–2 times,>10,Leisure,Standard,OTA,"Pool, Gym",3,4,3,4,"Spa + Dinner, Wellness Package",Evening,Yes,Silver,Frequently,3,Probably Yes,₹2000–₹5000,Yes,"Limited Food Options, Poor Staff Behavior"
18–25,Female,Egypt,Student,76K–1L,>10,3–5,Leisure,Deluxe,Agent,"Gym, Pool, Airport Pickup, Restaurant",2,3,3,3,Gym + Breakfast,Evening,Yes,Silver,Rarely,3,Definitely No,>₹12000,Yes,
26–35,Female,Venezuela,Employed,51K–75K,1–2 times,3–5,Business,Standard,OTA,"Restaurant, Room Service, Pool",4,4,2,3,Airport Pickup + Late Checkout,Morning,No,None,Sometimes,3,Not Sure,<₹2000,Yes,"Limited Food Options, Poor Staff Behavior"
18–25,Male,Mongolia,Self-Employed,25K–50K,3–5,3–5,Business,Standard,Agent,"Restaurant, Airport Pickup, Pool",3,4,4,5,"Airport Pickup + Late Checkout, Spa + Dinner",Late Night,Yes,Gold,Sometimes,3,Probably No,<₹2000,Yes,Limited Wellness Services
26–35,Female,Honduras,Student,>1L,1–2 times,1–2 days,Business,Standard,Hotel Website,"Gym, Room Service, Pool",3,4,3,3,Gym + Breakfast,Morning,Yes,Silver,Sometimes,4,Probably Yes,<₹2000,No,Limited Food Options
36–50,Male,Mongolia,Employed,25K–50K,3–5,3–5,Leisure,Deluxe,Hotel Website,Restaurant,4,4,4,3,"Wellness Package, Spa + Dinner",Evening,Yes,Gold,Rarely,5,Not Sure,>₹12000,Yes,"Poor Staff Behavior, Lack of Cleanliness, High Prices"
26–35,Female,Aruba,Employed,76K–1L,>10,1–2 days,Business,Budget,Hotel Website,"Room Service, Pool, Spa, Restaurant",3,3,3,2,Gym + Breakfast,Afternoon,Yes,Platinum,Frequently,3,Not Sure,₹8001–₹12000,Yes,"Limited Food Options, Poor Staff Behavior"
51–65,Male,Ecuador,Student,51K–75K,1–2 times,3–5,Business,Suite,Hotel Website,"Gym, Room Service, Pool",2,2,4,4,"Spa + Dinner, Wellness Package",Afternoon,Yes,Basic,Sometimes,2,Probably Yes,₹2000–₹5000,Yes,Delayed Check-in
51–65,Female,United Arab Emirates,Unemployed,51K–75K,>10,3–5,Business,Budget,Hotel Website,Airport Pickup,4,3,3,4,Airport Pickup + Late Checkout,Evening,No,None,Rarely,3,Not Sure,<₹2000,Yes,"Lack of Cleanliness, Limited Food Options, Poor Staff Behavior"
26–35,Male,Lebanon,Employed,25K–50K,1–2 times,6–10,Medical,Deluxe,Hotel Website,Spa,4,5,3,2,"Gym + Breakfast, Spa + Dinner",Morning,No,None,Sometimes,3,Not Sure,>₹12000,No,
26–35,Male,Iraq,Employed,51K–75K,6–10,1–2 days,Medical,Standard,Hotel Website,"Room Service, Pool, Spa, Gym",3,3,4,4,"Airport Pickup + Late Checkout, Wellness Package",Evening,Yes,Platinum,Sometimes,4,Definitely Yes,₹5001–₹8000,Yes,
26–35,Male,Haiti,Employed,25K–50K,3–5,1–2 days,Leisure,Standard,Walk-in,"Airport Pickup, Spa, Restaurant",5,4,5,3,Wellness Package,Afternoon,No,None,Frequently,3,Probably Yes,₹5001–₹8000,Yes,
36–50,Male,Sao Tome and Principe,Employed,<25K,6–10,3–5,Leisure,Deluxe,Hotel Website,"Pool, Spa",2,4,4,5,"Gym + Breakfast, Airport Pickup + Late Checkout",Afternoon,No,None,Rarely,2,Definitely Yes,₹2000–₹5000,No,Lack of Cleanliness
26–35,Female,Kiribati,Student,25K–50K,3–5,>10,Other,Standard,Hotel Website,"Gym, Restaurant, Airport Pickup",5,3,3,3,"Gym + Breakfast, Airport Pickup + Late Checkout",Evening,Yes,Silver,Rarely,3,Probably Yes,₹8001–₹12000,Yes,High Prices
36–50,Prefer not to say,Mexico,Self-Employed,<25K,3–5,6–10,Business,Standard,Agent,"Spa, Restaurant",3,5,4,3,Wellness Package,Morning,Yes,Platinum,Rarely,3,Definitely Yes,₹2000–₹5000,Yes,
26–35,Male,Seychelles,Unemployed,>1L,1–2 times,3–5,Business,Budget,OTA,"Airport Pickup, Spa",4,1,3,3,"Wellness Package, Gym + Breakfast",Afternoon,Yes,Basic,Rarely,4,Not Sure,₹8001–₹12000,No,"Lack of Cleanliness, Delayed Check-in, Limited Wellness Services"
36–50,Male,Liechtenstein,Employed,>1L,1–2 times,3–5,Business,Budget,OTA,"Restaurant, Airport Pickup, Spa",2,3,3,5,"Gym + Breakfast, Wellness Package",Evening,Yes,Silver,Sometimes,3,Definitely Yes,₹2000–₹5000,No,
26–35,Female,Montenegro,Self-Employed,25K–50K,>10,1–2 days,Business,Standard,OTA,"Airport Pickup, Restaurant",3,3,3,3,Airport Pickup + Late Checkout,Evening,No,None,Sometimes,2,Probably Yes,<₹2000,Yes,"Limited Wellness Services, Poor Staff Behavior"
26–35,Female,Guinea,Self-Employed,76K–1L,3–5,>10,Leisure,Deluxe,Hotel Website,Room Service,4,3,3,3,Airport Pickup + Late Checkout,Afternoon,Yes,Platinum,Rarely,3,Definitely Yes,₹5001–₹8000,Yes,Delayed Check-in
51–65,Female,Lebanon,Retired,25K–50K,3–5,3–5,Other,Budget,Agent,Pool,3,4,4,4,Spa + Dinner,Evening,No,None,Rarely,4,Probably Yes,₹8001–₹12000,Yes,Poor Staff Behavior
36–50,Male,Northern Mariana Islands,Employed,51K–75K,6–10,1–2 days,Leisure,Budget,OTA,"Airport Pickup, Gym, Spa",3,4,3,2,Wellness Package,Late Night,No,None,Rarely,3,Definitely Yes,₹2000–₹5000,Yes,"Limited Food Options, Poor Staff Behavior"
18–25,Male,Brunei Darussalam,Employed,76K–1L,3–5,3–5,Leisure,Standard,Hotel Website,"Room Service, Pool, Restaurant, Spa",3,4,5,4,"Airport Pickup + Late Checkout, Gym + Breakfast",Morning,Yes,Basic,Sometimes,3,Probably Yes,<₹2000,Yes,Limited Wellness Services
51–65,Female,Congo,Employed,>1L,>10,1–2 days,Other,Deluxe,Hotel Website,Room Service,4,4,4,5,"Spa + Dinner, Airport Pickup + Late Checkout",Evening,No,None,Frequently,3,Definitely Yes,₹5001–₹8000,No,"Limited Food Options, Delayed Check-in"
26–35,Male,Cook Islands,Self-Employed,51K–75K,6–10,>10,Business,Deluxe,OTA,"Room Service, Spa, Restaurant",4,3,4,4,Wellness Package,Afternoon,Yes,Platinum,Rarely,4,Definitely Yes,₹5001–₹8000,Yes,
51–65,Female,British Virgin Islands,Retired,76K–1L,3–5,1–2 days,Business,Budget,Hotel Website,"Airport Pickup, Room Service",5,3,4,4,Wellness Package,Evening,Yes,Basic,Rarely,3,Definitely Yes,₹8001–₹12000,Yes,
36–50,Male,Oman,Employed,25K–50K,6–10,3–5,Leisure,Budget,Agent,Room Service,3,4,3,4,Airport Pickup + Late Checkout,Evening,No,None,Sometimes,4,Definitely Yes,₹5001–₹8000,Yes,Limited Wellness Services
26–35,Female,Saint Pierre and Miquelon,Employed,>1L,1–2 times,1–2 days,Leisure,Suite,OTA,"Room Service, Spa, Airport Pickup",3,3,4,5,"Airport Pickup + Late Checkout, Wellness Package",Evening,Yes,Basic,Frequently,3,Probably Yes,<₹2000,Yes,Poor Staff Behavior
18–25,Male,Nicaragua,Unemployed,<25K,3–5,6–10,Business,Standard,Hotel Website,"Pool, Airport Pickup, Restaurant",4,2,4,4,Spa + Dinner,Late Night,Yes,Gold,Sometimes,4,Not Sure,₹5001–₹8000,Yes,
26–35,Female,Senegal,Retired,51K–75K,3–5,6–10,Leisure,Deluxe,Hotel Website,"Gym, Pool, Airport Pickup, Spa",2,4,3,4,"Spa + Dinner, Airport Pickup + Late Checkout",Afternoon,No,None,Rarely,4,Probably Yes,₹2000–₹5000,No,"Limited Wellness Services, Lack of Cleanliness"
36–50,Female,Namibia,Unemployed,51K–75K,1–2 times,3–5,Leisure,Deluxe,OTA,"Pool, Gym",3,5,2,4,"Gym + Breakfast, Airport Pickup + Late Checkout",Morning,No,None,Rarely,2,Probably No,>₹12000,Yes,
36–50,Female,Honduras,Self-Employed,51K–75K,6–10,3–5,Leisure,Deluxe,OTA,"Gym, Restaurant",4,5,4,3,Spa + Dinner,Afternoon,Yes,Silver,Sometimes,5,Probably No,₹5001–₹8000,Yes,"Delayed Check-in, Limited Wellness Services"
26–35,Male,Guyana,Employed,25K–50K,>10,6–10,Leisure,Budget,Walk-in,"Room Service, Restaurant",3,4,4,4,Spa + Dinner,Afternoon,Yes,Basic,Sometimes,4,Probably Yes,₹5001–₹8000,Yes,"High Prices, Lack of Cleanliness, Limited Wellness Services"
18–25,Female,Serbia,Employed,>1L,3–5,1–2 days,Leisure,Deluxe,OTA,"Gym, Airport Pickup, Pool",2,4,3,3,"Wellness Package, Airport Pickup + Late Checkout",Evening,Yes,Gold,Rarely,3,Definitely Yes,₹2000–₹5000,No,
51–65,Female,Palestinian Territory,Self-Employed,25K–50K,3–5,3–5,Business,Deluxe,OTA,"Airport Pickup, Restaurant, Spa",5,5,3,3,"Wellness Package, Gym + Breakfast",Evening,No,None,Rarely,3,Definitely No,₹2000–₹5000,No,"Poor Staff Behavior, Limited Wellness Services"
>65,Female,Libyan Arab Jamahiriya,Student,51K–75K,>10,1–2 days,Leisure,Standard,OTA,"Restaurant, Gym",2,3,3,1,"Gym + Breakfast, Spa + Dinner",Afternoon,Yes,Gold,Sometimes,4,Probably Yes,₹5001–₹8000,No,"Limited Food Options, Lack of Cleanliness"
36–50,Female,Macedonia,Employed,25K–50K,3–5,>10,Business,Standard,Hotel Website,"Airport Pickup, Spa, Gym",4,4,3,4,"Gym + Breakfast, Spa + Dinner",Afternoon,No,None,Rarely,4,Probably Yes,₹2000–₹5000,Yes,"High Prices, Limited Food Options"
26–35,Female,China,Self-Employed,25K–50K,3–5,3–5,Other,Standard,Hotel Website,"Airport Pickup, Spa, Gym, Restaurant",4,4,3,3,"Spa + Dinner, Gym + Breakfast",Evening,No,None,Sometimes,4,Definitely Yes,₹8001–₹12000,No,Delayed Check-in
26–35,Female,Cayman Islands,Employed,51K–75K,3–5,6–10,Leisure,Budget,Hotel Website,"Gym, Airport Pickup, Room Service",1,4,3,4,"Wellness Package, Spa + Dinner",Afternoon,No,None,Rarely,4,Probably No,₹5001–₹8000,Yes,Limited Wellness Services
18–25,Male,Wallis and Futuna,Self-Employed,51K–75K,>10,3–5,Leisure,Standard,OTA,"Room Service, Spa, Gym",3,4,3,4,Gym + Breakfast,Afternoon,No,None,Sometimes,4,Probably Yes,₹2000–₹5000,Yes,"Limited Food Options, High Prices, Poor Staff Behavior"
51–65,Female,British Indian Ocean Territory (Chagos Archipelago),Employed,25K–50K,3–5,1–2 days,Leisure,Standard,Agent,Restaurant,4,5,3,4,Spa + Dinner,Evening,No,None,Rarely,4,Definitely Yes,₹2000–₹5000,No,"Delayed Check-in, Poor Staff Behavior, Limited Wellness Services"
18–25,Female,Trinidad and Tobago,Unemployed,25K–50K,6–10,1–2 days,Leisure,Standard,OTA,"Gym, Spa, Pool, Restaurant",4,4,3,3,"Airport Pickup + Late Checkout, Spa + Dinner",Afternoon,Yes,Platinum,Frequently,4,Probably Yes,₹5001–₹8000,No,"High Prices, Delayed Check-in"
36–50,Male,Cuba,Student,51K–75K,6–10,1–2 days,Leisure,Standard,OTA,Pool,4,2,4,4,Spa + Dinner,Late Night,Yes,Silver,Rarely,4,Definitely Yes,<₹2000,No,Limited Food Options
26–35,Male,Burkina Faso,Employed,76K–1L,3–5,3–5,Medical,Standard,OTA,"Pool, Restaurant",3,5,3,5,Wellness Package,Afternoon,No,None,Rarely,4,Definitely Yes,₹5001–₹8000,Yes,"High Prices, Limited Wellness Services"
36–50,Male,United States Minor Outlying Islands,Self-Employed,76K–1L,3–5,1–2 days,Medical,Deluxe,OTA,"Room Service, Gym",4,3,4,4,"Wellness Package, Gym + Breakfast",Evening,No,None,Frequently,4,Not Sure,₹5001–₹8000,Yes,Delayed Check-in
36–50,Female,Nigeria,Employed,<25K,6–10,1–2 days,Leisure,Suite,Agent,"Room Service, Restaurant, Spa, Pool",3,5,4,4,Wellness Package,Evening,No,None,Frequently,5,Definitely Yes,₹2000–₹5000,No,Poor Staff Behavior
51–65,Female,Mali,Self-Employed,25K–50K,3–5,6–10,Business,Budget,Agent,"Gym, Pool, Airport Pickup",2,3,2,4,Gym + Breakfast,Morning,Yes,Gold,Rarely,4,Definitely Yes,₹8001–₹12000,Yes,"Limited Wellness Services, Lack of Cleanliness, High Prices"
26–35,Female,Ethiopia,Self-Employed,25K–50K,6–10,>10,Leisure,Standard,OTA,Spa,2,4,4,3,Spa + Dinner,Morning,No,None,Frequently,4,Probably No,₹5001–₹8000,Yes,"Delayed Check-in, Limited Wellness Services"
18–25,Female,India,Employed,<25K,>10,3–5,Leisure,Budget,Agent,"Room Service, Airport Pickup, Restaurant, Spa",2,4,4,4,Gym + Breakfast,Afternoon,Yes,Gold,Rarely,3,Probably Yes,>₹12000,No,"High Prices, Lack of Cleanliness"
18–25,Male,Bahamas,Employed,51K–75K,3–5,3–5,Business,Deluxe,Hotel Website,Pool,4,4,3,2,"Gym + Breakfast, Airport Pickup + Late Checkout",Morning,No,None,Sometimes,3,Definitely Yes,₹5001–₹8000,Yes,Limited Food Options
51–65,Male,Christmas Island,Employed,51K–75K,6–10,1–2 days,Business,Deluxe,Agent,"Room Service, Spa, Pool",2,4,2,3,"Wellness Package, Airport Pickup + Late Checkout",Afternoon,Yes,Gold,Rarely,4,Definitely Yes,₹5001–₹8000,No,Limited Wellness Services
51–65,Male,Syrian Arab Republic,Employed,25K–50K,6–10,3–5,Medical,Suite,OTA,Gym,4,4,4,2,"Wellness Package, Spa + Dinner",Evening,No,None,Rarely,4,Not Sure,₹2000–₹5000,No,
36–50,Male,Mali,Unemployed,25K–50K,6–10,6–10,Business,Standard,Hotel Website,"Spa, Gym, Pool, Room Service",3,2,3,3,"Wellness Package, Gym + Breakfast",Evening,Yes,Silver,Sometimes,4,Definitely Yes,₹2000–₹5000,Yes,"Limited Wellness Services, Lack of Cleanliness, Limited Food Options"
36–50,Male,Poland,Retired,<25K,3–5,1–2 days,Leisure,Suite,OTA,"Pool, Restaurant, Spa",3,4,3,4,Wellness Package,Evening,No,None,Sometimes,4,Not Sure,<₹2000,Yes,
36–50,Male,Algeria,Self-Employed,76K–1L,1–2 times,1–2 days,Leisure,Budget,Agent,"Spa, Room Service, Pool",5,3,2,4,Wellness Package,Morning,Yes,Basic,Sometimes,4,Definitely Yes,₹5001–₹8000,Yes,High Prices
26–35,Female,Paraguay,Self-Employed,>1L,3–5,6–10,Leisure,Deluxe,OTA,"Gym, Pool, Airport Pickup, Spa",3,4,3,4,"Gym + Breakfast, Airport Pickup + Late Checkout",Evening,No,None,Sometimes,3,Definitely Yes,₹2000–₹5000,No,"Lack of Cleanliness, Limited Food Options"
51–65,Female,Bahamas,Employed,25K–50K,6–10,3–5,Business,Budget,Hotel Website,"Spa, Airport Pickup, Room Service",4,3,3,4,"Airport Pickup + Late Checkout, Wellness Package",Afternoon,No,None,Frequently,3,Probably Yes,₹5001–₹8000,Yes,Poor Staff Behavior
26–35,Prefer not to say,Kuwait,Unemployed,25K–50K,3–5,1–2 days,Medical,Deluxe,OTA,Spa,4,3,3,2,Gym + Breakfast,Late Night,No,None,Rarely,3,Definitely Yes,₹2000–₹5000,Yes,
26–35,Female,Northern Mariana Islands,Self-Employed,76K–1L,6–10,3–5,Leisure,Standard,OTA,"Pool, Airport Pickup",3,5,3,3,"Airport Pickup + Late Checkout, Gym + Breakfast",Late Night,No,None,Rarely,5,Definitely Yes,₹5001–₹8000,Yes,"Lack of Cleanliness, High Prices, Limited Wellness Services"
36–50,Female,Czech Republic,Self-Employed,>1L,3–5,3–5,Leisure,Deluxe,Hotel Website,"Airport Pickup, Pool, Gym, Spa",5,4,3,3,Spa + Dinner,Evening,Yes,Basic,Sometimes,3,Probably Yes,₹5001–₹8000,Yes,Lack of Cleanliness
18–25,Male,Mauritius,Retired,51K–75K,3–5,3–5,Leisure,Deluxe,Agent,Room Service,2,3,3,3,Spa + Dinner,Evening,Yes,Silver,Rarely,4,Definitely Yes,₹5001–₹8000,Yes,"Lack of Cleanliness, High Prices"
26–35,Female,Bahrain,Employed,<25K,1–2 times,6–10,Leisure,Budget,Hotel Website,"Airport Pickup, Room Service, Pool",5,4,4,4,Wellness Package,Morning,No,None,Sometimes,3,Not Sure,>₹12000,No,
36–50,Female,Rwanda,Retired,<25K,6–10,6–10,Other,Budget,Agent,"Airport Pickup, Pool",4,3,3,3,"Airport Pickup + Late Checkout, Wellness Package",Morning,Yes,Basic,Sometimes,4,Definitely Yes,₹8001–₹12000,No,Lack of Cleanliness
18–25,Male,Myanmar,Employed,51K–75K,3–5,3–5,Leisure,Deluxe,OTA,Restaurant,3,4,2,3,Gym + Breakfast,Evening,No,None,Rarely,4,Definitely Yes,₹2000–₹5000,Yes,"Limited Food Options, High Prices"
36–50,Male,Estonia,Employed,25K–50K,1–2 times,>10,Leisure,Standard,Hotel Website,"Gym, Spa, Room Service, Pool",5,3,3,2,Wellness Package,Afternoon,No,None,Frequently,4,Probably Yes,₹5001–₹8000,Yes,"Lack of Cleanliness, High Prices"
26–35,Female,Dominican Republic,Employed,<25K,3–5,3–5,Other,Budget,OTA,"Spa, Airport Pickup, Gym",2,4,3,3,Gym + Breakfast,Afternoon,Yes,Gold,Rarely,4,Definitely Yes,₹5001–₹8000,Yes,Limited Food Options
26–35,Male,Seychelles,Unemployed,51K–75K,6–10,6–10,Leisure,Standard,OTA,"Airport Pickup, Restaurant, Gym, Room Service",3,3,4,3,Spa + Dinner,Evening,Yes,Silver,Rarely,3,Probably Yes,₹8001–₹12000,Yes,
26–35,Female,United Kingdom,Retired,<25K,3–5,3–5,Business,Standard,Hotel Website,Pool,3,3,4,4,Airport Pickup + Late Checkout,Evening,Yes,Basic,Rarely,4,Definitely Yes,₹8001–₹12000,Yes,"Limited Wellness Services, Delayed Check-in"
26–35,Female,Montserrat,Self-Employed,76K–1L,1–2 times,6–10,Business,Budget,Hotel Website,"Airport Pickup, Room Service",4,4,2,3,Gym + Breakfast,Morning,Yes,Silver,Rarely,3,Probably No,₹2000–₹5000,No,"Poor Staff Behavior, Delayed Check-in, Limited Wellness Services"
36–50,Male,Nigeria,Self-Employed,25K–50K,>10,>10,Medical,Standard,Hotel Website,Restaurant,3,3,4,4,"Gym + Breakfast, Airport Pickup + Late Checkout",Afternoon,No,None,Rarely,3,Probably No,₹8001–₹12000,Yes,
26–35,Male,Vanuatu,Employed,<25K,6–10,1–2 days,Leisure,Budget,Hotel Website,Restaurant,4,4,3,3,Wellness Package,Morning,No,None,Sometimes,2,Definitely Yes,₹2000–₹5000,Yes,"Delayed Check-in, Limited Food Options"
36–50,Male,Saint Vincent and the Grenadines,Unemployed,51K–75K,>10,>10,Leisure,Standard,Hotel Website,"Spa, Airport Pickup, Room Service",3,3,5,5,Spa + Dinner,Evening,Yes,Basic,Sometimes,3,Definitely Yes,₹8001–₹12000,Yes,Limited Wellness Services
26–35,Male,Guam,Employed,25K–50K,3–5,6–10,Leisure,Deluxe,OTA,"Gym, Airport Pickup, Room Service, Spa",3,4,3,4,Spa + Dinner,Afternoon,Yes,Gold,Frequently,4,Probably Yes,₹2000–₹5000,No,Lack of Cleanliness
36–50,Male,Northern Mariana Islands,Employed,>1L,3–5,6–10,Business,Suite,OTA,Restaurant,4,4,3,2,"Gym + Breakfast, Airport Pickup + Late Checkout",Late Night,No,None,Rarely,5,Definitely Yes,₹2000–₹5000,Yes,
51–65,Female,Macedonia,Employed,51K–75K,6–10,1–2 days,Leisure,Deluxe,Hotel Website,Restaurant,3,3,3,2,"Spa + Dinner, Gym + Breakfast",Evening,Yes,Basic,Rarely,4,Definitely Yes,₹8001–₹12000,Yes,"Limited Food Options, Limited Wellness Services"
36–50,Male,Martinique,Self-Employed,25K–50K,3–5,6–10,Business,Budget,OTA,"Spa, Pool",3,3,4,4,Gym + Breakfast,Morning,Yes,Basic,Frequently,3,Definitely Yes,₹5001–₹8000,Yes,"Limited Food Options, Limited Wellness Services"
26–35,Female,British Indian Ocean Territory (Chagos Archipelago),Self-Employed,76K–1L,6–10,6–10,Leisure,Suite,OTA,"Pool, Restaurant",5,4,3,3,Airport Pickup + Late Checkout,Morning,Yes,Platinum,Rarely,4,Probably Yes,>₹12000,Yes,
18–25,Male,El Salvador,Employed,25K–50K,3–5,1–2 days,Leisure,Standard,OTA,"Restaurant, Room Service, Airport Pickup, Spa",3,3,3,1,Spa + Dinner,Evening,No,None,Frequently,4,Not Sure,₹2000–₹5000,Yes,
26–35,Female,New Zealand,Student,>1L,3–5,>10,Leisure,Budget,Hotel Website,"Restaurant, Airport Pickup, Pool, Gym",2,4,5,5,Spa + Dinner,Late Night,Yes,Gold,Frequently,5,Probably Yes,₹5001–₹8000,Yes,
36–50,Male,Paraguay,Retired,25K–50K,1–2 times,1–2 days,Leisure,Suite,OTA,"Airport Pickup, Spa, Room Service",3,4,3,4,"Wellness Package, Airport Pickup + Late Checkout",Afternoon,Yes,Silver,Frequently,5,Definitely Yes,₹8001–₹12000,Yes,"Delayed Check-in, Lack of Cleanliness, Limited Wellness Services"
